booking_no,branch_code,customer_name,due_date,payment_date,amount_due,amount_paid,status
6188247653806,4002,Customer_2226,2025-06-07,2025-06-10,1284000,1084000,UNDERPAID
1445455325207,4002,Customer_2227,2025-06-25,,1284000,,UNPAID
9258486409929,2000,Customer_2228,2025-01-10,2025-01-10,1500000,1300000,UNDERPAID
6997324892472,2000,Customer_2229,2025-06-15,,1284000,,UNPAID
2398638348695,3001,Customer_2230,2025-03-21,2025-03-22,1500000,2000000,OVERPAID
7217345534700,4002,Customer_2231,2025-03-05,2025-03-08,1500000,2000000,OVERPAID
5725418806824,4002,Customer_2232,2025-06-28,2025-06-28,1200000,1000000,UNDERPAID
4810446815421,4002,Customer_2233,2025-04-12,2025-04-15,1284000,1284000,PAID
8141461948406,3001,Customer_2234,2025-05-30,2025-06-02,1200000,1200000,PAID
5990926974995,2000,Customer_2235,2025-06-19,2025-06-19,1000000,1000000,PAID
7878780757259,3001,Customer_2236,2025-04-26,2025-04-29,1200000,1200000,PAID
4806430679577,2000,Customer_2237,2025-05-26,2025-05-26,1000000,800000,UNDERPAID
2571762925128,8504,Customer_2238,2025-04-29,2025-04-29,1284000,1084000,UNDERPAID
3293962284767,2000,Customer_2239,2025-04-05,,1284000,,UNPAID
2618583975991,2000,Customer_2240,2025-04-28,,1500000,,UNPAID
8472672232603,2000,Customer_2241,2025-03-09,2025-03-10,1000000,1500000,OVERPAID
3321997904653,2000,Customer_2242,2025-05-15,2025-05-16,1200000,1200000,PAID
8793974115756,4002,Customer_2243,2025-05-26,2025-05-29,1000000,1000000,PAID
5731784988781,8504,Customer_2244,2025-04-19,2025-04-22,1500000,2000000,OVERPAID
6017318494943,4002,Customer_2245,2025-02-14,2025-02-17,1284000,1284000,PAID
7266504858404,2000,Customer_2246,2025-05-07,,1000000,,UNPAID
3207333926135,4002,Customer_2247,2025-01-10,2025-01-13,1500000,1500000,PAID
3388206910000,4002,Customer_2248,2025-04-06,2025-04-09,1284000,1084000,UNDERPAID
6178938249488,2000,Customer_2249,2025-04-04,2025-04-05,1000000,800000,UNDERPAID
8015806834711,4002,Customer_2250,2025-02-19,,1500000,,UNPAID
2982584203714,3001,Customer_2251,2025-02-01,2025-02-02,1200000,1200000,PAID
7775379199150,4002,Customer_2252,2025-01-13,2025-01-14,1284000,1084000,UNDERPAID
8250467953466,3001,Customer_2253,2025-05-10,,1500000,,UNPAID
9654179260470,3001,Customer_2254,2025-02-16,2025-02-17,1200000,1700000,OVERPAID
5247490262452,2000,Customer_2255,2025-06-11,2025-06-11,1200000,1200000,PAID
3979119946764,8504,Customer_2256,2025-04-23,2025-04-26,1000000,1500000,OVERPAID
5308592462266,4002,Customer_2257,2025-03-25,,1284000,,UNPAID
3526276473317,3001,Customer_2258,2025-04-19,2025-04-19,1200000,1000000,UNDERPAID
8402644828779,2000,Customer_2259,2025-03-22,2025-03-22,1200000,1200000,PAID
4419920699285,4002,Customer_2260,2025-05-04,2025-05-04,1500000,1300000,UNDERPAID
2717739221967,2000,Customer_2261,2025-06-27,2025-06-30,1284000,1284000,PAID
8777110961125,3001,Customer_2262,2025-05-30,2025-06-02,1000000,1000000,PAID
3329967034038,2000,Customer_2263,2025-04-03,2025-04-04,1500000,1500000,PAID
5471409634522,2000,Customer_2264,2025-03-13,2025-03-14,1000000,800000,UNDERPAID
3154248917454,4002,Customer_2265,2025-05-31,,1500000,,UNPAID
5734978716148,8504,Customer_2266,2025-03-25,2025-03-25,1500000,1500000,PAID
9789538048747,4002,Customer_2267,2025-04-18,2025-04-21,1284000,1084000,UNDERPAID
7742178366183,8504,Customer_2268,2025-02-27,2025-03-02,1500000,1300000,UNDERPAID
4485494875244,8504,Customer_2269,2025-06-26,2025-06-27,1500000,1300000,UNDERPAID
5316271594162,3001,Customer_2270,2025-03-28,2025-03-28,1500000,1300000,UNDERPAID
3666520035654,2000,Customer_2271,2025-02-03,2025-02-04,1200000,1000000,UNDERPAID
8585288225297,2000,Customer_2272,2025-06-26,2025-06-29,1500000,2000000,OVERPAID
3975208934057,2000,Customer_2273,2025-02-16,2025-02-17,1284000,1284000,PAID
7154218677662,8504,Customer_2274,2025-06-19,,1284000,,UNPAID
1957944255600,4002,Customer_2275,2025-06-22,2025-06-25,1000000,1000000,PAID
9434232386656,8504,Customer_2276,2025-05-11,2025-05-11,1200000,1200000,PAID
1495759145782,2000,Customer_2277,2025-06-21,2025-06-21,1200000,1700000,OVERPAID
6074700694360,8504,Customer_2278,2025-05-06,2025-05-07,1200000,1000000,UNDERPAID
1724241211274,3001,Customer_2279,2025-05-03,2025-05-03,1000000,800000,UNDERPAID
8843366785033,2000,Customer_2280,2025-06-18,2025-06-18,1500000,1300000,UNDERPAID
5037513629203,4002,Customer_2281,2025-06-09,2025-06-12,1000000,800000,UNDERPAID
7135269054864,8504,Customer_2282,2025-01-30,2025-02-02,1000000,1500000,OVERPAID
1126252524642,3001,Customer_2283,2025-04-04,2025-04-04,1500000,1500000,PAID
6189681245513,2000,Customer_2284,2025-06-05,,1000000,,UNPAID
3846419603787,2000,Customer_2285,2025-02-15,2025-02-15,1000000,1000000,PAID
9658726480089,2000,Customer_2286,2025-02-03,,1500000,,UNPAID
3941445649875,8504,Customer_2287,2025-03-12,2025-03-12,1000000,1500000,OVERPAID
2257676565613,3001,Customer_2288,2025-02-24,,1000000,,UNPAID
2454212504603,3001,Customer_2289,2025-01-27,,1200000,,UNPAID
1832787545733,4002,Customer_2290,2025-05-14,2025-05-14,1284000,1284000,PAID
5955230000760,2000,Customer_2291,2025-03-25,2025-03-28,1200000,1200000,PAID
5998607826105,8504,Customer_2292,2025-01-01,2025-01-04,1500000,2000000,OVERPAID
2543266837748,8504,Customer_2293,2025-03-09,2025-03-10,1200000,1000000,UNDERPAID
2305218019230,2000,Customer_2294,2025-03-18,,1000000,,UNPAID
1397989749961,4002,Customer_2295,2025-03-08,2025-03-11,1200000,1200000,PAID
6873164686927,3001,Customer_2296,2025-03-23,2025-03-26,1284000,1084000,UNDERPAID
5725599442288,2000,Customer_2297,2025-01-28,2025-01-29,1200000,1700000,OVERPAID
2170873357199,8504,Customer_2298,2025-02-23,,1000000,,UNPAID
2724281648718,4002,Customer_2299,2025-04-26,,1500000,,UNPAID
9806777492725,4002,Customer_2300,2025-03-31,2025-03-31,1284000,1284000,PAID
8602526030398,4002,Customer_2301,2025-04-04,2025-04-05,1000000,800000,UNDERPAID
6287432200841,2000,Customer_2302,2025-01-01,2025-01-04,1284000,1284000,PAID
2253532649018,3001,Customer_2303,2025-04-11,2025-04-12,1500000,1300000,UNDERPAID
1690530833506,4002,Customer_2304,2025-06-25,2025-06-26,1284000,1284000,PAID
3992428706659,8504,Customer_2305,2025-02-02,2025-02-02,1200000,1700000,OVERPAID
9470714692928,4002,Customer_2306,2025-04-21,2025-04-22,1200000,1200000,PAID
8304439511808,8504,Customer_2307,2025-04-02,2025-04-05,1000000,1500000,OVERPAID
2380705249137,8504,Customer_2308,2025-04-24,,1500000,,UNPAID
2348617564974,2000,Customer_2309,2025-06-19,2025-06-20,1284000,1084000,UNDERPAID
9635949122185,4002,Customer_2310,2025-06-08,2025-06-11,1200000,1200000,PAID
6244865850342,8504,Customer_2311,2025-04-27,2025-04-27,1200000,1700000,OVERPAID
8799656141523,2000,Customer_2312,2025-06-22,2025-06-22,1500000,1500000,PAID
9677516052175,8504,Customer_2313,2025-04-21,2025-04-22,1284000,1084000,UNDERPAID
7257725986544,8504,Customer_2314,2025-06-17,,1500000,,UNPAID
7354421808020,2000,Customer_2315,2025-02-18,2025-02-21,1500000,1500000,PAID
9275430820059,2000,Customer_2316,2025-05-04,2025-05-05,1200000,1000000,UNDERPAID
4410711831116,4002,Customer_2317,2025-01-04,,1500000,,UNPAID
9931293995468,8504,Customer_2318,2025-02-26,,1500000,,UNPAID
3351935837119,8504,Customer_2319,2025-04-04,2025-04-04,1000000,1000000,PAID
9437358238838,4002,Customer_2320,2025-03-03,,1284000,,UNPAID
6362217894730,3001,Customer_2321,2025-05-12,2025-05-12,1200000,1200000,PAID
8604465965821,3001,Customer_2322,2025-03-06,,1000000,,UNPAID
5132141331365,4002,Customer_2323,2025-01-10,2025-01-10,1500000,1300000,UNDERPAID
2129696310876,4002,Customer_2324,2025-06-25,2025-06-26,1500000,2000000,OVERPAID
5896964522642,2000,Customer_2325,2025-06-24,2025-06-27,1284000,1784000,OVERPAID
3651531364211,4002,Customer_2326,2025-05-14,2025-05-14,1000000,800000,UNDERPAID
4306533864925,2000,Customer_2327,2025-06-05,2025-06-05,1200000,1200000,PAID
1064892059533,3001,Customer_2328,2025-04-25,,1200000,,UNPAID
6171842737480,8504,Customer_2329,2025-03-29,,1500000,,UNPAID
1445852241150,4002,Customer_2330,2025-04-15,2025-04-18,1200000,1000000,UNDERPAID
2223726456378,4002,Customer_2331,2025-04-29,2025-04-30,1200000,1000000,UNDERPAID
1259644892332,8504,Customer_2332,2025-04-24,2025-04-24,1000000,1500000,OVERPAID
5995233268779,2000,Customer_2333,2025-04-13,2025-04-16,1200000,1200000,PAID
1137548219897,8504,Customer_2334,2025-05-24,2025-05-27,1284000,1784000,OVERPAID
7838572400396,4002,Customer_2335,2025-04-19,2025-04-19,1284000,1284000,PAID
2462424683668,8504,Customer_2336,2025-02-09,2025-02-12,1500000,2000000,OVERPAID
6669253753510,8504,Customer_2337,2025-01-15,2025-01-16,1500000,1300000,UNDERPAID
4459924146720,3001,Customer_2338,2025-05-10,2025-05-11,1500000,1500000,PAID
9276888070621,3001,Customer_2339,2025-05-11,,1500000,,UNPAID
7927908904815,4002,Customer_2340,2025-02-16,2025-02-19,1000000,1000000,PAID
2440949425946,3001,Customer_2341,2025-02-21,2025-02-22,1000000,800000,UNDERPAID
8777591930742,2000,Customer_2342,2025-05-09,2025-05-10,1500000,1500000,PAID
7851823563423,8504,Customer_2343,2025-03-30,2025-04-02,1500000,1500000,PAID
2121207815058,2000,Customer_2344,2025-05-23,2025-05-23,1200000,1700000,OVERPAID
5564769833561,8504,Customer_2345,2025-06-28,2025-06-29,1284000,1784000,OVERPAID
3793158900682,2000,Customer_2346,2025-05-12,2025-05-12,1500000,1500000,PAID
3055915843621,3001,Customer_2347,2025-03-20,2025-03-21,1200000,1000000,UNDERPAID
4349828146802,2000,Customer_2348,2025-03-03,2025-03-04,1200000,1000000,UNDERPAID
6348221742976,8504,Customer_2349,2025-05-20,2025-05-23,1500000,2000000,OVERPAID
1195747243900,3001,Customer_2350,2025-05-06,2025-05-09,1284000,1084000,UNDERPAID
6675687198785,3001,Customer_2351,2025-01-16,2025-01-16,1500000,1300000,UNDERPAID
2137817996329,8504,Customer_2352,2025-04-14,2025-04-14,1200000,1000000,UNDERPAID
2716814477785,3001,Customer_2353,2025-06-19,2025-06-20,1284000,1084000,UNDERPAID
6666774090954,2000,Customer_2354,2025-02-28,2025-03-03,1200000,1200000,PAID
9283127643915,2000,Customer_2355,2025-05-14,,1284000,,UNPAID
3629267901020,8504,Customer_2356,2025-02-09,2025-02-12,1500000,2000000,OVERPAID
8854687755279,8504,Customer_2357,2025-03-21,2025-03-24,1500000,1300000,UNDERPAID
6656813929468,2000,Customer_2358,2025-03-16,2025-03-19,1500000,1300000,UNDERPAID
9963968723957,2000,Customer_2359,2025-04-20,,1284000,,UNPAID
3846850904844,4002,Customer_2360,2025-03-19,2025-03-19,1284000,1284000,PAID
3391654519051,4002,Customer_2361,2025-05-28,2025-05-28,1000000,1500000,OVERPAID
7437768108933,8504,Customer_2362,2025-02-21,2025-02-21,1500000,1300000,UNDERPAID
1230438369824,4002,Customer_2363,2025-03-25,2025-03-26,1000000,1500000,OVERPAID
2928205500146,3001,Customer_2364,2025-03-23,2025-03-24,1000000,800000,UNDERPAID
4157547084135,8504,Customer_2365,2025-06-22,2025-06-25,1200000,1000000,UNDERPAID
8626603911724,2000,Customer_2366,2025-02-12,2025-02-12,1500000,2000000,OVERPAID
2026507731546,3001,Customer_2367,2025-06-25,2025-06-28,1284000,1084000,UNDERPAID
7084830566317,8504,Customer_2368,2025-04-20,2025-04-21,1200000,1700000,OVERPAID
7233525265202,2000,Customer_2369,2025-06-29,2025-07-02,1000000,1000000,PAID
9654163827173,8504,Customer_2370,2025-01-13,2025-01-16,1000000,1000000,PAID
5775311340705,4002,Customer_2371,2025-05-13,2025-05-13,1284000,1084000,UNDERPAID
9056769909122,3001,Customer_2372,2025-01-23,2025-01-23,1000000,800000,UNDERPAID
4412708751719,8504,Customer_2373,2025-02-20,2025-02-21,1500000,1300000,UNDERPAID
5072275025389,4002,Customer_2374,2025-05-19,2025-05-22,1000000,1000000,PAID
8793862096084,8504,Customer_2375,2025-04-24,2025-04-25,1284000,1284000,PAID
3844491462473,4002,Customer_2376,2025-04-13,,1000000,,UNPAID
3944244188809,4002,Customer_2377,2025-02-15,2025-02-16,1200000,1000000,UNDERPAID
2790388010372,4002,Customer_2378,2025-06-13,2025-06-16,1500000,1500000,PAID
9794420803623,3001,Customer_2379,2025-04-17,2025-04-20,1200000,1700000,OVERPAID
9669489651206,8504,Customer_2380,2025-04-28,2025-05-01,1200000,1000000,UNDERPAID
3357172719055,3001,Customer_2381,2025-05-01,,1000000,,UNPAID
1825548525930,3001,Customer_2382,2025-01-03,2025-01-04,1500000,1500000,PAID
3005388511010,2000,Customer_2383,2025-06-28,2025-07-01,1000000,1000000,PAID
6548261069763,8504,Customer_2384,2025-03-11,,1000000,,UNPAID
5579237051782,8504,Customer_2385,2025-04-14,2025-04-17,1500000,1500000,PAID
2415923441099,4002,Customer_2386,2025-01-02,2025-01-05,1284000,1284000,PAID
3013928694140,3001,Customer_2387,2025-06-09,2025-06-10,1000000,800000,UNDERPAID
2767705565146,3001,Customer_2388,2025-05-19,2025-05-19,1500000,1500000,PAID
9579767445374,3001,Customer_2389,2025-04-04,2025-04-04,1000000,1500000,OVERPAID
6734372376129,4002,Customer_2390,2025-02-08,,1200000,,UNPAID
9488780090144,8504,Customer_2391,2025-05-24,2025-05-24,1500000,1300000,UNDERPAID
6469332134410,2000,Customer_2392,2025-03-30,2025-03-31,1200000,1700000,OVERPAID
5940187829328,2000,Customer_2393,2025-04-17,2025-04-18,1284000,1784000,OVERPAID
5510762214584,8504,Customer_2394,2025-02-07,2025-02-10,1200000,1700000,OVERPAID
4864944348312,4002,Customer_2395,2025-03-22,2025-03-23,1284000,1784000,OVERPAID
6043400413546,4002,Customer_2396,2025-03-10,2025-03-13,1200000,1200000,PAID
3410775349870,2000,Customer_2397,2025-03-20,2025-03-23,1500000,1300000,UNDERPAID
2291674104455,2000,Customer_2398,2025-04-24,,1000000,,UNPAID
6900114667940,3001,Customer_2399,2025-05-11,2025-05-14,1000000,1500000,OVERPAID
7160636480867,8504,Customer_2400,2025-04-13,2025-04-13,1284000,1084000,UNDERPAID
2852180047401,3001,Customer_2401,2025-03-20,2025-03-20,1284000,1784000,OVERPAID
2969859482315,8504,Customer_2402,2025-02-12,2025-02-12,1200000,1200000,PAID
1744242460622,2000,Customer_2403,2025-02-28,2025-02-28,1200000,1000000,UNDERPAID
9968328483381,3001,Customer_2404,2025-05-24,2025-05-25,1284000,1084000,UNDERPAID
4966682236468,4002,Customer_2405,2025-02-14,2025-02-17,1000000,1500000,OVERPAID
7116422751216,8504,Customer_2406,2025-05-12,2025-05-15,1284000,1084000,UNDERPAID
3819891861134,4002,Customer_2407,2025-02-19,2025-02-22,1500000,1500000,PAID
8514106354852,8504,Customer_2408,2025-05-20,2025-05-20,1500000,2000000,OVERPAID
1044329744771,4002,Customer_2409,2025-06-30,,1284000,,UNPAID
6681657192554,4002,Customer_2410,2025-03-23,2025-03-24,1500000,1300000,UNDERPAID
2450547289548,4002,Customer_2411,2025-01-11,2025-01-14,1000000,1500000,OVERPAID
3974661342303,8504,Customer_2412,2025-06-04,,1284000,,UNPAID
3691911384369,8504,Customer_2413,2025-02-21,2025-02-24,1200000,1000000,UNDERPAID
4666880094997,2000,Customer_2414,2025-01-15,2025-01-15,1500000,1500000,PAID
3547939817569,3001,Customer_2415,2025-01-11,2025-01-12,1200000,1000000,UNDERPAID
3691963911870,8504,Customer_2416,2025-06-01,,1500000,,UNPAID
1435600537259,2000,Customer_2417,2025-01-03,2025-01-03,1200000,1200000,PAID
9667597169251,2000,Customer_2418,2025-03-13,2025-03-13,1500000,1300000,UNDERPAID
3842806333925,8504,Customer_2419,2025-01-23,2025-01-26,1000000,1500000,OVERPAID
9275599926730,2000,Customer_2420,2025-04-23,2025-04-26,1200000,1200000,PAID
2841215301496,2000,Customer_2421,2025-01-30,2025-01-31,1200000,1200000,PAID
4062702726635,2000,Customer_2422,2025-03-28,2025-03-29,1200000,1200000,PAID
7446196319841,3001,Customer_2423,2025-01-23,,1200000,,UNPAID
1270629707630,3001,Customer_2424,2025-03-02,2025-03-02,1000000,800000,UNDERPAID
4500930210540,2000,Customer_2425,2025-01-23,2025-01-23,1284000,1284000,PAID
8460969997949,4002,Customer_2426,2025-02-04,2025-02-07,1500000,2000000,OVERPAID
1443148645311,8504,Customer_2427,2025-05-04,,1200000,,UNPAID
9021126827646,8504,Customer_2428,2025-02-06,2025-02-06,1000000,800000,UNDERPAID
4026337606339,3001,Customer_2429,2025-06-22,2025-06-23,1284000,1784000,OVERPAID
1683462867499,8504,Customer_2430,2025-01-17,2025-01-18,1000000,1000000,PAID
7800959599595,4002,Customer_2431,2025-02-05,2025-02-05,1000000,1500000,OVERPAID
3716217415086,2000,Customer_2432,2025-01-15,2025-01-18,1000000,1500000,OVERPAID
5181539410653,4002,Customer_2433,2025-01-01,2025-01-02,1284000,1784000,OVERPAID
5467781795885,3001,Customer_2434,2025-06-02,,1000000,,UNPAID
4134674418654,8504,Customer_2435,2025-02-11,2025-02-14,1200000,1200000,PAID
6360830267260,2000,Customer_2436,2025-06-15,2025-06-15,1500000,1500000,PAID
1763609727924,2000,Customer_2437,2025-05-22,2025-05-25,1500000,1500000,PAID
1807840682056,3001,Customer_2438,2025-01-13,2025-01-13,1200000,1700000,OVERPAID
8750732753878,2000,Customer_2439,2025-02-28,2025-02-28,1000000,1000000,PAID
1849202773176,8504,Customer_2440,2025-05-09,,1500000,,UNPAID
4703124482735,2000,Customer_2441,2025-02-27,2025-02-27,1200000,1700000,OVERPAID
9107639327999,2000,Customer_2442,2025-01-18,,1284000,,UNPAID
7578471916441,3001,Customer_2443,2025-06-18,2025-06-21,1500000,1500000,PAID
4376103364297,2000,Customer_2444,2025-02-13,2025-02-16,1200000,1700000,OVERPAID
2940987635344,2000,Customer_2445,2025-05-13,2025-05-13,1500000,1500000,PAID
4872739949392,2000,Customer_2446,2025-01-14,2025-01-17,1500000,2000000,OVERPAID
2407930447587,2000,Customer_2447,2025-03-14,,1500000,,UNPAID
3159155998425,3001,Customer_2448,2025-06-26,2025-06-27,1500000,1300000,UNDERPAID
8205875927624,8504,Customer_2449,2025-03-03,2025-03-06,1200000,1700000,OVERPAID
6275273732049,3001,Customer_2450,2025-01-06,,1284000,,UNPAID
5469625233351,4002,Customer_2451,2025-03-04,2025-03-07,1500000,1300000,UNDERPAID
9585593346398,4002,Customer_2452,2025-03-17,2025-03-20,1000000,800000,UNDERPAID
9181228116078,8504,Customer_2453,2025-04-08,,1000000,,UNPAID
7300654670937,8504,Customer_2454,2025-03-08,2025-03-11,1284000,1284000,PAID
1794399293577,8504,Customer_2455,2025-01-25,2025-01-28,1284000,1084000,UNDERPAID
6456505177229,8504,Customer_2456,2025-03-01,2025-03-04,1000000,1000000,PAID
4029325768472,3001,Customer_2457,2025-01-01,2025-01-02,1284000,1084000,UNDERPAID
4028261269870,4002,Customer_2458,2025-01-03,2025-01-06,1500000,2000000,OVERPAID
2370756299350,8504,Customer_2459,2025-03-12,2025-03-12,1284000,1784000,OVERPAID
3229323058594,3001,Customer_2460,2025-01-13,,1000000,,UNPAID
8900173084555,8504,Customer_2461,2025-02-02,2025-02-03,1500000,1500000,PAID
9691538694278,4002,Customer_2462,2025-02-16,2025-02-16,1500000,1500000,PAID
5253238211223,8504,Customer_2463,2025-03-24,2025-03-24,1200000,1000000,UNDERPAID
1900419042948,4002,Customer_2464,2025-05-09,2025-05-12,1200000,1700000,OVERPAID
8276491625263,2000,Customer_2465,2025-02-19,2025-02-22,1500000,1500000,PAID
4144994265862,8504,Customer_2466,2025-03-08,2025-03-09,1500000,1500000,PAID
7934284679793,3001,Customer_2467,2025-04-21,2025-04-22,1200000,1000000,UNDERPAID
9924789887796,8504,Customer_2468,2025-01-08,,1500000,,UNPAID
1089327554814,8504,Customer_2469,2025-05-07,2025-05-08,1284000,1284000,PAID
5959566940521,8504,Customer_2470,2025-03-16,,1500000,,UNPAID
2976808856391,3001,Customer_2471,2025-06-03,2025-06-06,1284000,1084000,UNDERPAID
1839416167119,2000,Customer_2472,2025-04-30,,1000000,,UNPAID
9564770285722,4002,Customer_2473,2025-01-05,2025-01-06,1200000,1700000,OVERPAID
3216103344583,8504,Customer_2474,2025-02-14,2025-02-15,1500000,1300000,UNDERPAID
2763467769157,3001,Customer_2475,2025-01-05,2025-01-08,1000000,800000,UNDERPAID
9179568428025,2000,Customer_2476,2025-06-10,,1284000,,UNPAID
6609327148003,2000,Customer_2477,2025-04-04,2025-04-04,1284000,1284000,PAID
4976315205427,8504,Customer_2478,2025-02-02,2025-02-03,1284000,1284000,PAID
3142747674049,4002,Customer_2479,2025-06-23,2025-06-23,1284000,1284000,PAID
6737224403599,8504,Customer_2480,2025-06-17,2025-06-18,1200000,1000000,UNDERPAID
6499816612728,3001,Customer_2481,2025-06-17,2025-06-18,1284000,1784000,OVERPAID
8372293816483,4002,Customer_2482,2025-05-31,2025-06-01,1200000,1700000,OVERPAID
5290236540945,8504,Customer_2483,2025-01-17,2025-01-17,1000000,800000,UNDERPAID
3866628927944,2000,Customer_2484,2025-06-26,,1000000,,UNPAID
8931133484848,2000,Customer_2485,2025-05-27,2025-05-28,1284000,1084000,UNDERPAID
6145267729199,2000,Customer_2486,2025-02-23,,1284000,,UNPAID
2522639217133,2000,Customer_2487,2025-03-08,2025-03-09,1284000,1784000,OVERPAID
9187976292745,4002,Customer_2488,2025-02-19,2025-02-19,1000000,800000,UNDERPAID
1625746413574,3001,Customer_2489,2025-04-05,2025-04-05,1200000,1700000,OVERPAID
8588983555159,8504,Customer_2490,2025-03-10,2025-03-13,1284000,1784000,OVERPAID
4495542793127,2000,Customer_2491,2025-02-16,,1284000,,UNPAID
7688454804075,8504,Customer_2492,2025-06-24,,1284000,,UNPAID
5438254595215,3001,Customer_2493,2025-03-04,2025-03-04,1200000,1700000,OVERPAID
5848492648142,3001,Customer_2494,2025-03-21,2025-03-22,1000000,800000,UNDERPAID
5144244692386,4002,Customer_2495,2025-02-04,2025-02-04,1000000,1500000,OVERPAID
1282460890408,2000,Customer_2496,2025-02-28,2025-02-28,1284000,1784000,OVERPAID
6942450555486,3001,Customer_2497,2025-01-30,2025-01-31,1000000,800000,UNDERPAID
6063505476574,3001,Customer_2498,2025-04-29,,1500000,,UNPAID
9248914905427,3001,Customer_2499,2025-06-04,2025-06-05,1500000,1500000,PAID
4265265495169,4002,Customer_2500,2025-04-11,2025-04-11,1200000,1200000,PAID
3500739551875,2000,Customer_2501,2025-02-20,2025-02-23,1000000,1000000,PAID
7406972970086,3001,Customer_2502,2025-03-24,2025-03-25,1500000,1300000,UNDERPAID
8045841625734,4002,Customer_2503,2025-02-15,,1000000,,UNPAID
7091525011768,8504,Customer_2504,2025-01-28,2025-01-31,1284000,1084000,UNDERPAID
2099575767798,2000,Customer_2505,2025-05-04,2025-05-07,1500000,2000000,OVERPAID
9588680050870,4002,Customer_2506,2025-04-17,,1500000,,UNPAID
3057571721924,4002,Customer_2507,2025-01-21,,1284000,,UNPAID
2476572869968,4002,Customer_2508,2025-01-14,2025-01-15,1200000,1700000,OVERPAID
9732569955142,3001,Customer_2509,2025-03-07,,1000000,,UNPAID
2467125521163,3001,Customer_2510,2025-01-20,,1000000,,UNPAID
6239612279497,8504,Customer_2511,2025-03-19,,1000000,,UNPAID
3656396339091,3001,Customer_2512,2025-05-11,2025-05-11,1200000,1700000,OVERPAID
8855698632989,3001,Customer_2513,2025-06-07,2025-06-10,1000000,800000,UNDERPAID
7613119985476,3001,Customer_2514,2025-05-06,,1000000,,UNPAID
8856695882655,3001,Customer_2515,2025-02-26,,1000000,,UNPAID
2095407875054,3001,Customer_2516,2025-02-09,2025-02-12,1000000,1500000,OVERPAID
9639842814312,8504,Customer_2517,2025-06-29,2025-07-02,1500000,1300000,UNDERPAID
5792255413954,2000,Customer_2518,2025-01-30,2025-01-30,1000000,1500000,OVERPAID
2977491433683,8504,Customer_2519,2025-03-27,2025-03-30,1500000,2000000,OVERPAID
4595846039067,8504,Customer_2520,2025-03-28,,1284000,,UNPAID
7998550484324,3001,Customer_2521,2025-06-24,2025-06-27,1284000,1284000,PAID
1961592143296,4002,Customer_2522,2025-05-10,2025-05-11,1284000,1784000,OVERPAID
3559259979084,2000,Customer_2523,2025-01-25,2025-01-26,1200000,1000000,UNDERPAID
2892643944209,4002,Customer_2524,2025-02-05,2025-02-08,1000000,1000000,PAID
9678395056620,8504,Customer_2525,2025-01-05,,1200000,,UNPAID
6562499007454,2000,Customer_2526,2025-06-05,2025-06-05,1500000,1500000,PAID
1375121823007,4002,Customer_2527,2025-02-05,2025-02-08,1000000,1000000,PAID
2721789913446,2000,Customer_2528,2025-01-14,2025-01-15,1284000,1784000,OVERPAID
1615120504961,2000,Customer_2529,2025-01-04,2025-01-04,1284000,1084000,UNDERPAID
4834627909933,8504,Customer_2530,2025-05-22,2025-05-25,1200000,1200000,PAID
2723210082217,3001,Customer_2531,2025-04-29,,1000000,,UNPAID
4604993123932,3001,Customer_2532,2025-03-23,2025-03-24,1000000,1500000,OVERPAID
3091185607785,2000,Customer_2533,2025-01-16,2025-01-16,1500000,1500000,PAID
3121438293936,4002,Customer_2534,2025-01-28,2025-01-31,1500000,1500000,PAID
4584179707727,3001,Customer_2535,2025-06-01,2025-06-01,1000000,1500000,OVERPAID
9476104026641,2000,Customer_2536,2025-03-31,2025-04-03,1500000,1300000,UNDERPAID
4928243180184,2000,Customer_2537,2025-05-19,,1200000,,UNPAID
1877325167872,4002,Customer_2538,2025-05-30,2025-06-02,1500000,1500000,PAID
1219230037462,8504,Customer_2539,2025-03-10,,1200000,,UNPAID
9983332441228,2000,Customer_2540,2025-04-03,,1200000,,UNPAID
8260713306917,3001,Customer_2541,2025-01-11,,1500000,,UNPAID
8761818061331,2000,Customer_2542,2025-06-10,2025-06-10,1500000,1300000,UNDERPAID
2486491447719,8504,Customer_2543,2025-04-10,,1200000,,UNPAID
9268215021604,4002,Customer_2544,2025-03-22,2025-03-22,1200000,1700000,OVERPAID
4782694271365,4002,Customer_2545,2025-02-02,2025-02-03,1000000,800000,UNDERPAID
7288494487053,8504,Customer_2546,2025-06-12,2025-06-15,1500000,1300000,UNDERPAID
3842729950276,3001,Customer_2547,2025-06-14,2025-06-17,1000000,800000,UNDERPAID
9228904012890,3001,Customer_2548,2025-04-27,2025-04-30,1284000,1084000,UNDERPAID
3863304398323,2000,Customer_2549,2025-04-22,2025-04-25,1000000,1000000,PAID
8400212406033,8504,Customer_2550,2025-06-08,2025-06-11,1284000,1784000,OVERPAID
7268260885063,4002,Customer_2551,2025-05-29,,1500000,,UNPAID
1225210343538,8504,Customer_2552,2025-04-24,2025-04-27,1200000,1200000,PAID
4712913174775,2000,Customer_2553,2025-03-03,2025-03-06,1200000,1200000,PAID
6032529140809,2000,Customer_2554,2025-05-12,,1200000,,UNPAID
8042332523679,2000,Customer_2555,2025-05-02,2025-05-05,1284000,1784000,OVERPAID
